disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh,id
1556,2004-09-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-08-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Severe Storm(s),2004-09-20T00:00:00.000Z,2015-11-19T00:00:00.000Z,2011-05-25T00:00:00.000Z,42b2e34d0f86b3ef23d80853f951c0bb,2018-03-09T18:41:58.297Z,5aa2d576cb4f0f7020b175ca
1583,2005-03-07T00:00:00.000Z,HEAVY RAINS AND FLOODING,2005-01-07T00:00:00.000Z,2005-01-13T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Severe Storm(s),2005-03-04T00:00:00.000Z,2014-04-10T00:00:00.000Z,2014-04-08T00:00:00.000Z,f54f6d2b4be639225196ab20dec47f4d,2018-03-09T18:41:58.292Z,5aa2d576cb4f0f7020b175c3
1581,2005-02-17T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-12-28T00:00:00.000Z,2005-01-12T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Severe Storm(s),2005-02-15T00:00:00.000Z,2015-11-19T00:00:00.000Z,2014-08-12T00:00:00.000Z,3e62050d4027eb4088aa2ff791cc1a74,2018-03-09T18:41:58.300Z,5aa2d576cb4f0f7020b175cf
1566,2004-10-07T00:00:00.000Z,TROPICAL STORM FRANCES,2004-09-06T00:00:00.000Z,2004-10-11T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Hurricane,2004-10-05T00:00:00.000Z,2013-08-14T00:00:00.000Z,2011-11-02T00:00:00.000Z,2957dc4e412995b90d390309bafa9736,2018-03-09T18:41:58.296Z,5aa2d576cb4f0f7020b175c8
1559,2004-09-23T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-08-12T00:00:00.000Z,2004-09-12T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Severe Storm(s),2004-09-14T00:00:00.000Z,2011-01-06T00:00:00.000Z,2011-01-04T00:00:00.000Z,1634411c6e6119e92f331032c56b93df,2018-03-09T18:41:58.303Z,5aa2d576cb4f0f7020b175d4
3206,2005-03-14T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-02-10T00:00:00.000Z,2005-02-11T00:00:00.000Z,Emergency,ME,Maine                         ,Snow,2005-03-11T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-03-01T00:00:00.000Z,58a736e52194fff40fedb1a885f4f428,2018-03-09T18:41:58.299Z,5aa2d576cb4f0f7020b175cd
2557,2005-04-19T00:00:00.000Z,SD WILDFIRE CAMP FIVE,2005-04-17T00:00:00.000Z,2005-04-19T00:00:00.000Z,Fire Management,SD,South Dakota                  ,Fire,2005-04-19T00:00:00.000Z,2015-08-18T00:00:00.000Z,2005-08-17T00:00:00.000Z,31dec06ce0ced69f877badbdce19825c,2018-03-09T18:41:58.291Z,5aa2d576cb4f0f7020b175c1
1568,2004-10-07T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-09-16T00:00:00.000Z,2004-09-20T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Severe Storm(s),2004-10-05T00:00:00.000Z,2012-07-16T00:00:00.000Z,2012-07-12T00:00:00.000Z,d33c0fec226d5fd5b89ba3c9929617af,2018-03-09T18:41:58.302Z,5aa2d576cb4f0f7020b175d2
1574,2005-02-01T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2005-01-04T00:00:00.000Z,2005-01-25T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm(s),2005-01-27T00:00:00.000Z,2011-03-23T00:00:00.000Z,2011-03-16T00:00:00.000Z,d44c45c27d200e8a8d99ac6f1dec3498,2018-03-09T18:41:58.294Z,5aa2d576cb4f0f7020b175c6
3204,2005-02-23T00:00:00.000Z,SNOW,2005-01-06T00:00:00.000Z,2005-01-10T00:00:00.000Z,Emergency,NV,Nevada                        ,Snow,2005-02-22T00:00:00.000Z,2008-10-01T00:00:00.000Z,2008-09-18T00:00:00.000Z,169781ebac5318f40ece8116879e77fb,2018-03-09T18:41:58.305Z,5aa2d576cb4f0f7020b175d7
3210,2005-04-21T00:00:00.000Z,RECORD SNOW,2005-03-11T00:00:00.000Z,2005-03-12T00:00:00.000Z,Emergency,ME,Maine                         ,Snow,2005-04-20T00:00:00.000Z,2007-12-04T00:00:00.000Z,2007-11-20T00:00:00.000Z,a423887ab5fb3cf98d4e60000517d113,2018-03-09T18:41:58.297Z,5aa2d576cb4f0f7020b175cb
1565,2004-10-01T00:00:00.000Z,TROPICAL DEPRESSION IVAN,2004-09-16T00:00:00.000Z,2004-09-24T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm(s),2004-09-30T00:00:00.000Z,2017-08-03T00:00:00.000Z,2017-08-01T00:00:00.000Z,fedd0d8153b333d740e321b761c4e3f6,2018-03-09T18:41:58.308Z,5aa2d576cb4f0f7020b175dc
3199,2005-02-01T00:00:00.000Z,RECORD/NEAR RECORD SNOW,2004-12-21T00:00:00.000Z,2004-12-23T00:00:00.000Z,Emergency,IL,Illinois                      ,Snow,2005-01-26T00:00:00.000Z,2010-06-14T00:00:00.000Z,2010-06-09T00:00:00.000Z,85a8b6046b92a143f8e7c4c65b43ed84,2018-03-09T18:41:58.301Z,5aa2d576cb4f0f7020b175d0
3201,2005-02-17T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,MA,Massachusetts                 ,Snow,2005-02-15T00:00:00.000Z,2010-06-08T00:00:00.000Z,2010-05-24T00:00:00.000Z,13ad4a06f9241af41a9ffc5daf6c5932,2018-03-09T18:41:58.293Z,5aa2d576cb4f0f7020b175c4
1561,2004-09-26T00:00:00.000Z,HURRICANE JEANNE,2004-09-24T00:00:00.000Z,2004-11-17T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2004-09-26T00:00:00.000Z,2004-11-18T00:00:00.000Z,,0db0e46fbb0d4a70137ee929e7546e33,2019-10-10T20:03:53.949Z,5aa2d576cb4f0f7020b175c9
1582,2005-02-18T00:00:00.000Z,"TC OLAF, INCLUD. HIGH WINDS AND SURF AND HEAVY RAINFALL",2005-02-15T00:00:00.000Z,2005-02-21T00:00:00.000Z,Major Disaster,AS,American Samoa                ,Typhoon,2005-02-17T00:00:00.000Z,2015-09-11T00:00:00.000Z,2015-09-10T00:00:00.000Z,cb0ad35efe62dea4ee36ae2a7bf1a600,2018-03-09T18:41:58.299Z,5aa2d576cb4f0f7020b175ce
1564,2004-10-01T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-08-13T00:00:00.000Z,2004-09-16T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm(s),2004-09-30T00:00:00.000Z,2017-08-03T00:00:00.000Z,2017-08-01T00:00:00.000Z,7155f423e386f957c8a2b189bb575f0b,2018-03-09T18:41:58.303Z,5aa2d576cb4f0f7020b175d3
3200,2005-02-17T00:00:00.000Z,RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,CT,Connecticut                   ,Snow,2005-02-15T00:00:00.000Z,2010-06-08T00:00:00.000Z,2010-05-24T00:00:00.000Z,1522e47b4559e0e8231819b3a81ad7f8,2018-03-09T18:41:58.306Z,5aa2d576cb4f0f7020b175d8
1560,2004-09-24T00:00:00.000Z,TROPICAL STORM FRANCES,2004-09-03T00:00:00.000Z,2004-10-30T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2004-09-24T00:00:00.000Z,2018-01-30T00:00:00.000Z,2018-01-10T00:00:00.000Z,97156c9804e60e401c04d972a9d8dfa6,2018-03-09T18:41:58.309Z,5aa2d576cb4f0f7020b175dd
1586,2005-04-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-02-10T00:00:00.000Z,2005-02-15T00:00:00.000Z,Major Disaster,AZ,Arizona,Severe Storm(s),2005-04-13T00:00:00.000Z,2009-06-02T00:00:00.000Z,,9e5cb764e372be730ed1c920fb5b3526,2019-10-10T20:03:53.948Z,5aa2d576cb4f0f7020b175d5
1577,2005-02-04T00:00:00.000Z,"SEVERE STORMS, FLOODING, DEBRIS FLOWS, AND MUDSLIDES",2004-12-27T00:00:00.000Z,2005-01-11T00:00:00.000Z,Major Disaster,CA,California                    ,Severe Storm(s),2005-02-03T00:00:00.000Z,2018-09-28T00:00:00.000Z,2018-09-28T00:00:00.000Z,07426c3dcbcc7621a46aedb5bcd56b09,2018-09-28T14:00:19.724Z,5aa2d576cb4f0f7020b175d9
1573,2005-01-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2005-01-01T00:00:00.000Z,2005-02-11T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Severe Storm(s),2005-01-18T00:00:00.000Z,2015-09-24T00:00:00.000Z,2013-12-12T00:00:00.000Z,77a5514544016c9c1ddc1d5683ed2d33,2018-03-09T18:41:58.307Z,5aa2d576cb4f0f7020b175da
1587,2005-04-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2005-04-02T00:00:00.000Z,2005-04-23T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Severe Storm(s),2005-04-13T00:00:00.000Z,2012-06-04T00:00:00.000Z,2012-06-04T00:00:00.000Z,5ad95b6c219efd3f0d7ac24b93d63360,2018-03-09T18:41:58.298Z,5aa2d576cb4f0f7020b175cc
3198,2005-01-11T00:00:00.000Z,SNOW,2004-12-22T00:00:00.000Z,2004-12-24T00:00:00.000Z,Emergency,OH,Ohio                          ,Snow,2005-01-07T00:00:00.000Z,2009-10-01T00:00:00.000Z,2009-09-18T00:00:00.000Z,cb1afd1edd48811e394c52eb11c54b4c,2018-03-09T18:41:58.301Z,5aa2d576cb4f0f7020b175d1
1555,2004-09-19T00:00:00.000Z,SEVERE STORMS AND FLOODING ASSOCIATED WITH TROPICAL DEPRESSION FRANCES,2004-09-08T00:00:00.000Z,2004-09-09T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Severe Storm(s),2004-09-20T00:00:00.000Z,2010-11-18T00:00:00.000Z,2010-11-09T00:00:00.000Z,bab1b8fa83a2668105f31133a9621b0b,2018-03-09T18:41:58.310Z,5aa2d576cb4f0f7020b175de
3207,2005-03-30T00:00:00.000Z,RECORD AND/OR NEAR RECORD SNOW,2005-01-22T00:00:00.000Z,2005-01-23T00:00:00.000Z,Emergency,NH,New Hampshire                 ,Snow,2005-03-28T00:00:00.000Z,2006-12-01T00:00:00.000Z,2006-11-15T00:00:00.000Z,ea3fd5c724e381adeda312b3a3c92d76,2018-03-09T18:41:58.304Z,5aa2d576cb4f0f7020b175d6
1570,2004-10-18T00:00:00.000Z,SEVERE STORMS AND FLOODING FROM THE REMANANTS OF HURRICANE JEANNE,2004-09-27T00:00:00.000Z,2004-09-30T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Severe Storm(s),2004-10-14T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-30T00:00:00.000Z,7d4080c6af34f990049f1bbb2ebee9c5,2018-03-09T18:41:58.308Z,5aa2d576cb4f0f7020b175db
1552,2004-09-17T00:00:00.000Z,TROPICAL STORM JEANNE AND RESULTING LANDSLIDES AND MUDSLIDES,2004-09-14T00:00:00.000Z,2004-09-19T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Severe Storm(s),2004-09-17T00:00:00.000Z,2017-03-03T00:00:00.000Z,2015-08-10T00:00:00.000Z,40eee8201c44e9d44a47bc44f4969e3e,2018-03-09T18:41:58.530Z,5aa2d576cb4f0f7020b175df
1545,2004-09-04T00:00:00.000Z,HURRICANE FRANCES,2004-09-03T00:00:00.000Z,2004-10-08T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2004-09-04T00:00:00.000Z,2004-10-13T00:00:00.000Z,,a959e3e2f1f6dc60aad6b934378ffa36,2019-10-10T20:03:53.972Z,5aa2d576cb4f0f7020b175e1
1550,2004-09-15T00:00:00.000Z,HURRICANE IVAN,2004-09-13T00:00:00.000Z,2004-09-20T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Hurricane,2004-09-16T00:00:00.000Z,2017-12-20T00:00:00.000Z,2017-12-19T00:00:00.000Z,7aa648cb38ecec591d6be777ad28df6f,2018-03-09T18:41:58.536Z,5aa2d576cb4f0f7020b175e2
1547,2004-09-15T00:00:00.000Z,TROPICAL STORM GASTON,2004-08-28T00:00:00.000Z,2004-08-30T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Severe Storm(s),2004-09-14T00:00:00.000Z,2014-10-16T00:00:00.000Z,2014-10-14T00:00:00.000Z,225b58c82eb9bbcd0675811910eacd4b,2018-03-09T18:41:58.531Z,5aa2d576cb4f0f7020b175e0
1541,2004-08-26T00:00:00.000Z,"FLOODING, HIGH SURF, STORM SURGE, AND HIGH WINDS AS A RESULT OF SUPER TYPHOON CH",2004-08-21T00:00:00.000Z,2004-08-26T00:00:00.000Z,Major Disaster,MP,Northern Mariana Islands      ,Typhoon,2004-08-25T00:00:00.000Z,2015-01-20T00:00:00.000Z,2015-01-15T00:00:00.000Z,2048c636bd207b0ad9a7e36848fab5cc,2018-03-09T18:41:58.538Z,5aa2d576cb4f0f7020b175e5
1544,2004-09-03T00:00:00.000Z,"SEVERE STORMS, FLOODING AND TORNADOES ASSOCIATED W TD GASTON",2004-08-30T00:00:00.000Z,2004-09-08T00:00:00.000Z,Major Disaster,VA,Virginia                      ,Severe Storm(s),2004-09-03T00:00:00.000Z,2014-04-14T00:00:00.000Z,2011-03-15T00:00:00.000Z,ac2593826456ef9a4c05a3f4d5f6cca9,2018-03-09T18:41:58.537Z,5aa2d576cb4f0f7020b175e4
2555,2004-09-13T00:00:00.000Z,RIX-CA-OLD HIGHWAY WILDFIRE 9/13/04,2004-09-12T00:00:00.000Z,2004-09-17T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-09-13T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,e38cdaf7bafc97e00f69b988133ac5fc,2018-03-09T18:41:58.537Z,5aa2d576cb4f0f7020b175e3
1543,2004-09-01T00:00:00.000Z,HURRICANE CHARLEY,2004-08-14T00:00:00.000Z,2004-08-15T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Hurricane,2004-08-30T00:00:00.000Z,2013-10-30T00:00:00.000Z,2013-09-27T00:00:00.000Z,e9660e22b57b3eeda60efd46657ba88e,2018-03-09T18:41:58.542Z,5aa2d576cb4f0f7020b175e6
2549,2004-08-21T00:00:00.000Z,OR-BLAND MOUNTAIN WILDFIRE-08-20-2004,2004-08-20T00:00:00.000Z,2004-09-05T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2004-08-31T00:00:00.000Z,2006-12-26T00:00:00.000Z,2006-12-11T00:00:00.000Z,5a154c26832be7db3ab98ff582735ada,2018-03-09T18:41:58.542Z,5aa2d576cb4f0f7020b175e7
1533,2004-07-29T00:00:00.000Z,"HIGH WINDS, FLOODING, AND MUDSLIDES AS A RESULT OF TROPICAL STORM TINGTING",2004-06-26T00:00:00.000Z,2004-06-29T00:00:00.000Z,Major Disaster,GU,Guam                          ,Severe Storm(s),2004-07-27T00:00:00.000Z,2012-03-06T00:00:00.000Z,2012-03-01T00:00:00.000Z,f1c032f72717483090db78f6eccecb68,2018-03-09T18:41:58.545Z,5aa2d576cb4f0f7020b175eb
2533,2004-07-18T00:00:00.000Z,CA-MELTON WILDFIRE-07-18-2004,2004-07-17T00:00:00.000Z,2004-07-21T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-19T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,ed7982bb75fe0f495bc4de2f0de9ce13,2018-03-09T18:41:58.545Z,5aa2d576cb4f0f7020b175ec
1523,2004-06-10T00:00:00.000Z,"SEVERE STORMS, TORNADOES, FLOODING, AND MUDSLIDES",2004-05-26T00:00:00.000Z,2004-06-18T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm(s),2004-06-09T00:00:00.000Z,2015-03-17T00:00:00.000Z,2015-03-17T00:00:00.000Z,494521bbfd5aab54663e3a587f152858,2018-03-09T18:41:58.548Z,5aa2d576cb4f0f7020b175f0
1554,2004-09-18T00:00:00.000Z,HURRICANE IVAN,2004-09-14T00:00:00.000Z,2004-10-30T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2004-09-18T00:00:00.000Z,2018-03-01T00:00:00.000Z,2018-02-28T00:00:00.000Z,8317f0975d707398869f785410730aa4,2018-03-09T18:41:58.549Z,5aa2d576cb4f0f7020b175f1
1551,2004-09-16T00:00:00.000Z,HURRICANE IVAN,2004-09-13T00:00:00.000Z,2004-11-17T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2004-09-16T00:00:00.000Z,2020-09-16T00:00:00.000Z,2020-09-15T00:00:00.000Z,33d65c8b06854996242eacfde2c4d4f7,2020-09-16T11:41:40.186Z,5aa2d576cb4f0f7020b175f5
2556,2004-09-14T00:00:00.000Z,KAWAIHAE ROAD FIRE HAWAII,2004-09-12T00:00:00.000Z,2004-09-16T00:00:00.000Z,Fire Management,HI,Hawaii                        ,Fire,2004-09-14T00:00:00.000Z,2005-03-16T00:00:00.000Z,2005-02-07T00:00:00.000Z,5da6635d59e356ebacc0c99bcde2743f,2018-03-09T18:41:58.552Z,5aa2d576cb4f0f7020b175f6
2554,2004-09-04T00:00:00.000Z,CA-GEYSERS FIRE-09-04-2004,2004-09-03T00:00:00.000Z,2004-09-15T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-09-07T00:00:00.000Z,2015-11-19T00:00:00.000Z,2010-01-05T00:00:00.000Z,677df6c0ee2aa27159dda1ff0e6683c5,2018-03-09T18:41:58.554Z,5aa2d576cb4f0f7020b175fa
2545,2004-08-11T00:00:00.000Z,CA OREGON FIRE 08-11-2004,2004-08-11T00:00:00.000Z,2004-08-15T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-12T00:00:00.000Z,2012-05-29T00:00:00.000Z,2009-09-30T00:00:00.000Z,86b2152b0d10c1349579c523997d32b4,2018-03-09T18:41:58.543Z,5aa2d576cb4f0f7020b175e8
1534,2004-08-03T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-13T00:00:00.000Z,2004-06-17T00:00:00.000Z,Major Disaster,NY,New York                      ,Severe Storm(s),2004-07-29T00:00:00.000Z,2017-08-03T00:00:00.000Z,2017-08-01T00:00:00.000Z,623df18eeb6dd79418e72f6ca71af23b,2018-03-09T18:41:58.544Z,5aa2d576cb4f0f7020b175ea
2529,2004-07-14T00:00:00.000Z,CA - MATAGUAY FIRE - 7-13-2004,2004-07-13T00:00:00.000Z,2004-07-18T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,4767bbabb1b9a29daa691da4b59882ad,2018-03-09T18:41:58.546Z,5aa2d576cb4f0f7020b175ed
2522,2004-06-18T00:00:00.000Z,NM-BERNARDO FIRE-6-18-2004,2004-06-18T00:00:00.000Z,2004-06-24T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2004-06-28T00:00:00.000Z,2005-12-14T00:00:00.000Z,2005-11-29T00:00:00.000Z,738e89e4bcef25e19d13167b6c71a543,2018-03-09T18:41:58.547Z,5aa2d576cb4f0f7020b175ef
1549,2004-09-15T00:00:00.000Z,HURRICANE IVAN,2004-09-13T00:00:00.000Z,2004-09-30T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Hurricane,2004-09-16T00:00:00.000Z,2019-04-11T00:00:00.000Z,2014-03-06T00:00:00.000Z,3ebef17ae673f9b825f33da9142b17c8,2019-04-11T15:01:12.518Z,5aa2d576cb4f0f7020b175f2
2552,2004-09-02T00:00:00.000Z,CA-BEAR FIRE-09-02-2004,2004-09-02T00:00:00.000Z,2004-09-07T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-09-07T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,276e5cb82e04e24b7bcf861e4b120972,2018-03-09T18:41:58.550Z,5aa2d576cb4f0f7020b175f4
2553,2004-09-03T00:00:00.000Z,CA-PATTISON FIRE-09-03-2004,2004-09-03T00:00:00.000Z,2004-09-08T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-09-07T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,7e67c95a594a08b1bbea1ac72b1560b8,2018-03-09T18:41:58.552Z,5aa2d576cb4f0f7020b175f7
1548,2004-09-15T00:00:00.000Z,HURRICANE IVAN,2004-09-13T00:00:00.000Z,2004-09-26T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Hurricane,2004-09-16T00:00:00.000Z,2014-07-10T00:00:00.000Z,2014-07-10T00:00:00.000Z,3e329288e3e9233a7863f217e3293bf5,2018-03-09T18:41:58.554Z,5aa2d576cb4f0f7020b175f9
2540,2004-08-07T00:00:00.000Z,CA-CALAVERAS COMPLEX-08-07-2004,2004-08-06T00:00:00.000Z,2004-08-12T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-08-10T00:00:00.000Z,2009-10-13T00:00:00.000Z,2009-09-29T00:00:00.000Z,e714d143a042dd4609a7729a7226ff50,2018-03-09T18:41:58.543Z,5aa2d576cb4f0f7020b175e9
2524,2004-06-30T00:00:00.000Z,VERDI FIRE COMPLEX,2004-06-30T00:00:00.000Z,2004-07-05T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2004-07-01T00:00:00.000Z,2006-01-20T00:00:00.000Z,2006-01-06T00:00:00.000Z,ccf23991efcf4994e5eb69556bc1861a,2018-03-09T18:41:58.547Z,5aa2d576cb4f0f7020b175ee
1546,2004-09-10T00:00:00.000Z,TROPICAL STORM FRANCES,2004-09-07T00:00:00.000Z,2004-09-12T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Hurricane,2004-09-09T00:00:00.000Z,2017-03-03T00:00:00.000Z,2015-11-04T00:00:00.000Z,6a8bae63f475d6c2fbfccaba50bf4cf2,2018-03-09T18:41:58.550Z,5aa2d576cb4f0f7020b175f3
1553,2004-09-18T00:00:00.000Z,HURRICANE IVAN,2004-09-16T00:00:00.000Z,2004-09-23T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Hurricane,2004-09-18T00:00:00.000Z,2015-10-22T00:00:00.000Z,2015-10-20T00:00:00.000Z,5897b9096f2fefbeab1a30be7ace9c73,2018-03-09T18:41:58.553Z,5aa2d576cb4f0f7020b175f8
1537,2004-08-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-07-13T00:00:00.000Z,2004-07-15T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm(s),2004-08-05T00:00:00.000Z,2014-01-24T00:00:00.000Z,2013-11-13T00:00:00.000Z,2323139bd54bcad8836d243217ab93fa,2018-03-09T18:41:58.567Z,5aa2d576cb4f0f7020b175fe
1540,2004-08-26T00:00:00.000Z,WILDLAND FIRE,2004-07-14T00:00:00.000Z,2004-07-27T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Fire,2004-08-25T00:00:00.000Z,2014-03-25T00:00:00.000Z,2014-03-20T00:00:00.000Z,1ed03a670b69c79c0aa6baff7664dea8,2018-03-09T18:41:58.565Z,5aa2d576cb4f0f7020b175fb
1527,2004-06-30T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2004-05-20T00:00:00.000Z,2004-06-08T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Severe Storm(s),2004-06-29T00:00:00.000Z,2015-12-02T00:00:00.000Z,2013-06-20T00:00:00.000Z,708767ebedc28c15f9bbcea0f4de7af1,2018-03-09T18:41:58.570Z,5aa2d576cb4f0f7020b17603
1531,2004-07-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2004-05-28T00:00:00.000Z,2004-06-16T00:00:00.000Z,Major Disaster,SD,South Dakota                  ,Severe Storm(s),2004-07-20T00:00:00.000Z,2011-03-17T00:00:00.000Z,2011-03-14T00:00:00.000Z,a10b940e125f55e7da725836ada7fcb1,2018-03-09T18:41:58.568Z,5aa2d576cb4f0f7020b17600
1536,2004-08-06T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2004-07-22T00:00:00.000Z,2004-09-01T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm(s),2004-08-05T00:00:00.000Z,2010-11-18T00:00:00.000Z,2010-11-09T00:00:00.000Z,809b43036cb4277e16d17fdf742c5783,2018-03-09T18:41:58.574Z,5aa2d576cb4f0f7020b17608
1542,2004-09-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES AND FLOODING",2004-07-03T00:00:00.000Z,2004-07-18T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Severe Storm(s),2004-08-30T00:00:00.000Z,2013-03-11T00:00:00.000Z,2013-03-11T00:00:00.000Z,0ae41e4acd2be2284964a6fd4437016f,2018-03-09T18:41:58.572Z,5aa2d576cb4f0f7020b17605
1529,2004-06-30T00:00:00.000Z,FLOODING AS A RESULT OF A LEVEE BREAK,2004-06-03T00:00:00.000Z,2004-07-12T00:00:00.000Z,Major Disaster,CA,California                    ,Dam/Levee Break,2004-06-29T00:00:00.000Z,2014-01-08T00:00:00.000Z,2014-01-08T00:00:00.000Z,14d9332761a87d6c10c096f35b33976c,2018-03-09T18:41:58.577Z,5aa2d576cb4f0f7020b1760d
2536,2004-07-26T00:00:00.000Z,ROBBERS FIRE ,2004-07-26T00:00:00.000Z,2004-07-31T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2004-07-27T00:00:00.000Z,2006-01-20T00:00:00.000Z,2006-01-10T00:00:00.000Z,9c46b70eab9720e245d5bcb5b24bc0c2,2018-03-09T18:41:58.575Z,5aa2d576cb4f0f7020b1760a
2546,2004-08-12T00:00:00.000Z,MUD LAKE FIRE,2004-08-12T00:00:00.000Z,2004-08-16T00:00:00.000Z,Fire Management,WA,Washington                    ,Fire,2004-08-12T00:00:00.000Z,2006-09-27T00:00:00.000Z,2006-09-06T00:00:00.000Z,a4f7cafa031b05cda7ae88a8980f42a4,2018-03-09T18:41:58.580Z,5aa2d576cb4f0f7020b17612
2520,2004-06-09T00:00:00.000Z,THREE FORKS FIRE,2004-06-08T00:00:00.000Z,2004-06-17T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2004-06-29T00:00:00.000Z,2007-03-12T00:00:00.000Z,2007-02-22T00:00:00.000Z,aaeb1559cba5dff6b82bccc225c6bc4e,2018-03-09T18:41:58.578Z,5aa2d576cb4f0f7020b1760f
2530,2004-07-14T00:00:00.000Z,CA-LAKEVIEW-07-14-2004,2004-07-13T00:00:00.000Z,2004-07-17T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2004-07-15T00:00:00.000Z,2009-09-30T00:00:00.000Z,2009-08-27T00:00:00.000Z,21ccc3947d6d189e0eb2eb64e5bc851f,2018-03-09T18:41:58.583Z,5aa2d576cb4f0f7020b17617
2539,2004-08-04T00:00:00.000Z,OR-REDWOOD HIGHWAY WILDFIRE-08-04-2004,2004-08-04T00:00:00.000Z,2004-08-06T00:00:00.000Z,Fire Management,OR,Oregon                        ,Fire,2004-08-13T00:00:00.000Z,2015-05-20T00:00:00.000Z,2006-09-05T00:00:00.000Z,2ad59691799fb952918abf22edb087d0,2018-03-09T18:41:58.581Z,5aa2d576cb4f0f7020b17614
