disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,hash,lastRefresh,id
3397,2018-02-11T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Emergency,AS,American Samoa,Hurricane,2018-02-11T00:00:00.000Z,2018-09-26T00:00:00.000Z,,23ffc41e1c3a5f1d1ac08617a12a0d96,2019-10-10T20:03:52.911Z,5aa2d570cb4f0f7020b1703a
3390,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-18T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,606b8d3fbf7e4bd84b75a2be2fbf4117,2018-09-07T13:42:29.408Z,5aa2d570cb4f0f7020b1703f
4352,2017-12-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-10-04T00:00:00.000Z,2017-10-06T00:00:00.000Z,Major Disaster,NM,New Mexico,Flood,2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,d728aaf1b8a6a5dcbb9ebf6542e91d9d,2019-10-10T20:03:52.934Z,5aa2d570cb4f0f7020b1703b
3388,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-09T00:00:00.000Z,2018-04-03T00:00:00.000Z,2018-03-28T00:00:00.000Z,ac1cc3782349186abe34b8cfe134ef59,2018-04-03T22:01:53.622Z,5aa2d570cb4f0f7020b17040
3395,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-07T00:00:00.000Z,2017-10-11T00:00:00.000Z,Emergency,FL,Florida,Hurricane,2017-10-08T00:00:00.000Z,2017-10-13T00:00:00.000Z,,aeb18244ba681afa709a423ccc298ca3,2019-10-10T20:03:52.948Z,5aa2d570cb4f0f7020b1703d
3392,2017-10-06T00:00:00.000Z,TROPICAL STORM NATE,2017-10-05T00:00:00.000Z,2017-10-08T00:00:00.000Z,Emergency,LA,Louisiana,Hurricane,2017-10-06T00:00:00.000Z,2017-10-13T00:00:00.000Z,,7e5feb46d7ee06f9574e9533535554c5,2019-10-10T20:03:52.946Z,5aa2d570cb4f0f7020b1703e
4332,2017-08-25T00:00:00.000Z,HURRICANE HARVEY,2017-08-23T00:00:00.000Z,2017-09-15T00:00:00.000Z,Major Disaster,TX,Texas,Hurricane,2017-08-26T00:00:00.000Z,2017-09-15T00:00:00.000Z,,ffc199a0d005d9ab5a14653792fafefc,2019-10-10T20:03:52.790Z,5aa2d570cb4f0f7020b17042
4348,2017-11-14T00:00:00.000Z,FLOODING,2017-05-02T00:00:00.000Z,2017-08-06T00:00:00.000Z,Major Disaster,NY,New York,Flood,2017-11-14T00:00:00.000Z,2017-11-14T00:00:00.000Z,,b9d63976275a48358f9a992b70f0c7ea,2019-10-10T20:03:52.922Z,5aa2d570cb4f0f7020b1703c
3384,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,PR,Puerto Rico,Hurricane,2017-09-06T00:00:00.000Z,2017-09-18T00:00:00.000Z,,43ca1d37bc73c1809d98b4de868c2e7a,2019-10-10T20:03:52.904Z,5aa2d570cb4f0f7020b17041
4327,2017-08-05T00:00:00.000Z,FLOODING,2017-06-07T00:00:00.000Z,2017-06-22T00:00:00.000Z,Major Disaster,WY,Wyoming,Flood,2017-08-06T00:00:00.000Z,2017-08-06T00:00:00.000Z,,217aeae47a6717b1426dbe8ab99e077b,2019-10-10T20:03:52.918Z,5aa2d570cb4f0f7020b17043
4302,2017-02-14T00:00:00.000Z,SEVERE WINTER STORM,2017-01-03T00:00:00.000Z,2017-01-05T00:00:00.000Z,Major Disaster,CA,California,Severe Storm(s),2017-02-15T00:00:00.000Z,2017-02-15T00:00:00.000Z,,e3f75b0fb4302f34211244a0b65c5efd,2019-10-10T20:03:52.948Z,5aa2d570cb4f0f7020b17048
4342,2017-10-07T00:00:00.000Z,FLOODING,2017-03-29T00:00:00.000Z,2017-06-15T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-10-07T00:00:00.000Z,2017-10-07T00:00:00.000Z,,52b0a333ff42f001d7df453d9c513dd4,2019-10-10T20:03:52.787Z,5aa2d570cb4f0f7020b1704d
4328,2017-08-08T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-01-07T00:00:00.000Z,2017-01-10T00:00:00.000Z,Major Disaster,OR,Oregon,Severe Storm(s),2017-08-08T00:00:00.000Z,2017-08-08T00:00:00.000Z,,a5ba2ce117753d60209cebd11e294842,2019-10-10T20:03:52.946Z,5aa2d570cb4f0f7020b17052
4303,2017-02-17T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-05T00:00:00.000Z,2017-01-14T00:00:00.000Z,Major Disaster,NV,Nevada,Severe Storm(s),2017-02-18T00:00:00.000Z,2017-02-18T00:00:00.000Z,,d81ec9824be68226bdad9bd4c637c6ca,2019-10-10T20:03:52.934Z,5aa2d570cb4f0f7020b17057
4341,2017-09-27T00:00:00.000Z,HURRICANE IRMA - SEMINOLE TRIBE OF FLORIDA,2017-09-04T00:00:00.000Z,2017-10-04T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2017-09-27T00:00:00.000Z,2017-10-13T00:00:00.000Z,,137a92270b9f3f3164149cbe0ed62385,2019-10-10T20:03:52.911Z,5aa2d570cb4f0f7020b1705c
4307,2017-03-27T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-05T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,NV,Nevada,Severe Storm(s),2017-03-28T00:00:00.000Z,2017-03-28T00:00:00.000Z,,750e8942881c10f6bf9476b56501e007,2019-10-10T20:03:52.939Z,5aa2d570cb4f0f7020b17047
4344,2017-10-10T00:00:00.000Z,WILDFIRES,2017-10-08T00:00:00.000Z,2017-10-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2017-10-10T00:00:00.000Z,2017-11-07T00:00:00.000Z,,f79541ad31761d7f8aa00b915297411e,2019-10-10T20:03:52.921Z,5aa2d570cb4f0f7020b1704c
4334,2017-08-27T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,IA,Iowa,Severe Storm(s),2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,8486f300b1d48ea2cab0b5538a467898,2019-10-10T20:03:52.929Z,5aa2d570cb4f0f7020b17051
4308,2017-04-01T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-02-01T00:00:00.000Z,2017-02-23T00:00:00.000Z,Major Disaster,CA,California,Flood,2017-04-02T00:00:00.000Z,2017-04-02T00:00:00.000Z,,9cb8c5575d0e94a8439ad2948261ea4c,2019-10-10T20:03:52.922Z,5aa2d570cb4f0f7020b17056
3394,2017-10-08T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-18T00:00:00.000Z,24a6fc618840939975f4688b1eae091c,2019-02-07T18:21:20.358Z,5aa2d570cb4f0f7020b1705b
4317,2017-06-02T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-11T00:00:00.000Z,Major Disaster,MO,Missouri,Flood,2017-06-02T00:00:00.000Z,2017-06-02T00:00:00.000Z,,2d47ddf624cdb4a98830ad8755231590,2019-10-10T20:03:52.905Z,5aa2d570cb4f0f7020b17045
4353,2018-01-02T00:00:00.000Z,"WILDFIRES, FLOODING, MUDFLOWS, AND DEBRIS FLOWS",2017-12-04T00:00:00.000Z,2018-01-31T00:00:00.000Z,Major Disaster,CA,California,Fire,2018-01-03T00:00:00.000Z,2018-09-07T00:00:00.000Z,,682653b1d44e1cb5b08febc08dbe9e90,2019-10-10T20:03:52.906Z,5aa2d570cb4f0f7020b1704a
4336,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Hurricane,2017-09-10T00:00:00.000Z,2017-09-18T00:00:00.000Z,,06409b7d0ca563b23cfd4df34a529d8c,2019-10-10T20:03:52.942Z,5aa2d570cb4f0f7020b1704f
4318,2017-06-15T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-26T00:00:00.000Z,2017-05-19T00:00:00.000Z,Major Disaster,AR,Arkansas,Severe Storm(s),2017-06-15T00:00:00.000Z,2017-06-15T00:00:00.000Z,,d5976d81bd76f8d84a2ad9b46aad7494,2019-10-10T20:03:52.911Z,5aa2d570cb4f0f7020b17054
4351,2017-12-20T00:00:00.000Z,SEVERE STORM,2017-09-28T00:00:00.000Z,2017-09-30T00:00:00.000Z,Major Disaster,AK,Alaska,Severe Storm(s),2017-12-21T00:00:00.000Z,2017-12-21T00:00:00.000Z,,a6b9675db5e7cb352c67fb4379ebacc3,2019-10-10T20:03:52.784Z,5aa2d570cb4f0f7020b17059
3396,2017-12-08T00:00:00.000Z,WILDFIRES,2017-12-04T00:00:00.000Z,2017-12-29T00:00:00.000Z,Emergency,CA,California,Fire,2017-12-08T00:00:00.000Z,2018-05-23T00:00:00.000Z,,c4a41bfb28953eb43387392de8564a78,2019-10-10T20:03:52.918Z,5aa2d570cb4f0f7020b1705e
4312,2017-05-02T00:00:00.000Z,FLOODING,2017-02-08T00:00:00.000Z,2017-02-11T00:00:00.000Z,Major Disaster,CA,California,Severe Storm(s),2017-05-02T00:00:00.000Z,2017-05-02T00:00:00.000Z,,a654e2282dd4f4ca3d1f4cc4d141b113,2019-10-10T20:03:52.930Z,5aa2d570cb4f0f7020b17046
4349,2017-11-16T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,AL,Alabama,Hurricane,2017-11-17T00:00:00.000Z,2017-11-17T00:00:00.000Z,,0d22f2b588e8b9e05dc8b959d26bdabc,2019-10-10T20:03:52.902Z,5aa2d570cb4f0f7020b1704b
3385,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Emergency,FL,Florida                       ,Hurricane,2017-09-06T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,6c3e49cf8b0292799afaa7e9ae4407e4,2018-03-09T18:41:52.638Z,5aa2d570cb4f0f7020b17050
4313,2017-05-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-03-06T00:00:00.000Z,2017-03-28T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,,b1bb801b63430e6ee5c433cbeee82f67,2019-10-10T20:03:52.919Z,5aa2d570cb4f0f7020b17055
4347,2017-11-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-07-22T00:00:00.000Z,2017-07-27T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Storm(s),2017-11-08T00:00:00.000Z,2017-11-08T00:00:00.000Z,,fbba715bb6f928934bb9561b99f39af8,2019-10-10T20:03:52.939Z,5aa2d570cb4f0f7020b1705a
4346,2017-10-16T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Major Disaster,SC,South Carolina,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,63b4a62f800c8d579b87bdd36323ccbb,2019-10-10T20:03:52.919Z,5aa2d570cb4f0f7020b1705f
4322,2017-07-12T00:00:00.000Z,SEVERE WINTER STORM AND SNOWSTORM,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NY,New York,Snow,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,c06f9536c6a5e434e06c4bdd6c0d8d53,2019-10-10T20:03:52.904Z,5aa2d570cb4f0f7020b17044
4357,2018-03-02T00:00:00.000Z,TROPICAL STORM GITA,2018-02-07T00:00:00.000Z,2018-02-12T00:00:00.000Z,Major Disaster,AS,American Samoa,Hurricane,2018-03-02T00:00:00.000Z,2018-03-03T00:00:00.000Z,,fdb17b95880e995da2152f4372063bd4,2019-10-10T20:03:52.899Z,5aa2d570cb4f0f7020b17049
3391,2017-09-18T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Emergency,PR,Puerto Rico,Hurricane,2017-09-18T00:00:00.000Z,2020-07-06T00:00:00.000Z,,509168610daf2458eb9a179b22d67c07,2020-07-06T12:01:15.124Z,5aa2d570cb4f0f7020b1704e
4323,2017-07-12T00:00:00.000Z,FLOODING,2017-03-23T00:00:00.000Z,2017-04-29T00:00:00.000Z,Major Disaster,ND,North Dakota,Flood,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,,cadef75a1e5a0e751324c5b807254dee,2019-10-10T20:03:52.931Z,5aa2d570cb4f0f7020b17053
4356,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-10-30T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,0f9754b23059e6ce002d95d5d96fcb71,2019-10-10T20:03:52.928Z,5aa2d570cb4f0f7020b17058
4355,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,c4a942b69307ba87a8c44c6e2a39c809,2019-10-10T20:03:52.788Z,5aa2d570cb4f0f7020b1705d
4326,2017-08-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-22T00:00:00.000Z,2017-06-27T00:00:00.000Z,Major Disaster,MI,Michigan,Severe Storm(s),2017-08-02T00:00:00.000Z,2017-08-02T00:00:00.000Z,,bab604ebe2f57961cab5749e834094a4,2019-10-10T20:03:52.914Z,5aa2d570cb4f0f7020b17064
3381,2017-02-14T00:00:00.000Z,POTENTIAL FAILURE OF THE EMERGENCY SPILLWAY AT OROVILLE LAKE,2017-02-07T00:00:00.000Z,2017-02-23T00:00:00.000Z,Emergency,CA,California,Dam/Levee Break,2017-02-15T00:00:00.000Z,2017-10-20T00:00:00.000Z,,e142a56da670f982d71002279fd88b96,2019-10-10T20:03:52.908Z,5aa2d570cb4f0f7020b17069
3382,2017-08-28T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-27T00:00:00.000Z,2017-09-10T00:00:00.000Z,Emergency,LA,Louisiana                     ,Hurricane,2017-08-28T00:00:00.000Z,2019-02-07T00:00:00.000Z,2018-05-17T00:00:00.000Z,9ed42da4f58ac26ae683a6ede2fa99ef,2019-02-07T18:21:20.576Z,5aa2d570cb4f0f7020b1706e
4310,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-05T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,47f187d7a4af452133dbf40843481ee3,2019-10-10T20:03:52.913Z,5aa2d570cb4f0f7020b17073
3383,2017-09-05T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Emergency,VI,Virgin Islands of the U.S.    ,Hurricane,2017-09-06T00:00:00.000Z,2018-09-07T00:00:00.000Z,2018-09-07T00:00:00.000Z,ffd6ff0283789b3d9778122cf42092d6,2018-09-07T13:21:03.511Z,5aa2d570cb4f0f7020b17062
4311,2017-04-21T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,2017-02-07T00:00:00.000Z,2017-02-27T00:00:00.000Z,Major Disaster,UT,Utah,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,f4cdc648dab533c4bddf042f9853d16a,2019-10-10T20:03:52.950Z,5aa2d570cb4f0f7020b17067
3389,2017-09-11T00:00:00.000Z,HURRICANE IRMA,2017-09-08T00:00:00.000Z,2017-09-14T00:00:00.000Z,Emergency,AL,Alabama                       ,Hurricane,2017-09-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,2018-06-11T00:00:00.000Z,fbbbda446162c6d954ec569d29024332,2018-06-11T22:23:28.477Z,5aa2d570cb4f0f7020b1706c
4320,2017-06-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,Major Disaster,TN,Tennessee,Severe Storm(s),2017-06-23T00:00:00.000Z,2017-06-23T00:00:00.000Z,,5695510a874fc8057d20b0b5397c4b5a,2019-10-10T20:03:52.901Z,5aa2d570cb4f0f7020b17071
4338,2017-09-15T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Major Disaster,GA,Georgia,Hurricane,2017-09-16T00:00:00.000Z,2017-09-27T00:00:00.000Z,,763a129b11bcdc6d7a7b5f97d4960080,2019-10-10T20:03:52.920Z,5aa2d570cb4f0f7020b17060
4321,2017-06-26T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-04-29T00:00:00.000Z,2017-05-03T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,,a2f8c21d4619905cca89a788942ec0fd,2019-10-10T20:03:52.900Z,5aa2d570cb4f0f7020b17065
3393,2017-10-07T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Emergency,MS,Mississippi                   ,Hurricane,2017-10-08T00:00:00.000Z,2019-02-07T00:00:00.000Z,2017-12-19T00:00:00.000Z,47ecf95f747143dbdfb426da1aac0405,2019-02-07T18:21:20.355Z,5aa2d570cb4f0f7020b1706a
4330,2017-08-16T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-06-29T00:00:00.000Z,2017-07-01T00:00:00.000Z,Major Disaster,VT,Vermont,Severe Storm(s),2017-08-16T00:00:00.000Z,2017-08-16T00:00:00.000Z,,b9a81db94485f566e631a3b4e62d3c96,2019-10-10T20:03:52.790Z,5aa2d570cb4f0f7020b1706f
4305,2017-03-16T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",2017-01-18T00:00:00.000Z,2017-01-23T00:00:00.000Z,Major Disaster,CA,California,Flood,2017-03-16T00:00:00.000Z,2017-03-16T00:00:00.000Z,,e9bee1d7e7cc49060bbd21801bf7bbb0,2019-10-10T20:03:52.787Z,5aa2d570cb4f0f7020b17074
4339,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-17T00:00:00.000Z,2017-11-15T00:00:00.000Z,Major Disaster,PR,Puerto Rico,Hurricane,2017-09-21T00:00:00.000Z,2017-12-06T00:00:00.000Z,,360e1b70d5685802209947714e96def3,2019-10-10T20:03:52.910Z,5aa2d570cb4f0f7020b17079
4324,2017-07-25T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-05-16T00:00:00.000Z,2017-05-20T00:00:00.000Z,Major Disaster,OK,Oklahoma,Tornado,2017-07-25T00:00:00.000Z,2017-07-25T00:00:00.000Z,,32498ce7d2678844071bda7c9b15ee25,2019-10-10T20:03:52.920Z,5aa2d570cb4f0f7020b1707e
4331,2017-08-18T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2017-07-28T00:00:00.000Z,2017-07-29T00:00:00.000Z,Major Disaster,WV,West Virginia,Severe Storm(s),2017-08-19T00:00:00.000Z,2017-08-19T00:00:00.000Z,,56eba0a818572162f27cb27712efd7b6,2019-10-10T20:03:52.914Z,5aa2d570cb4f0f7020b17063
4306,2017-03-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,Major Disaster,WY,Wyoming,Severe Storm(s),2017-03-22T00:00:00.000Z,2017-03-22T00:00:00.000Z,,a22612027b17f7024237fa4e634b8c61,2019-10-10T20:03:52.920Z,5aa2d570cb4f0f7020b17068
3386,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-06T00:00:00.000Z,2017-09-13T00:00:00.000Z,Emergency,SC,South Carolina                ,Hurricane,2017-09-07T00:00:00.000Z,2019-05-28T00:00:00.000Z,2018-07-18T00:00:00.000Z,176b93855280fee8ada87916a45f199a,2019-05-28T16:43:04.502Z,5aa2d570cb4f0f7020b1706d
4315,2017-05-26T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2017-04-28T00:00:00.000Z,2017-05-02T00:00:00.000Z,Major Disaster,OK,Oklahoma,Severe Storm(s),2017-05-26T00:00:00.000Z,2017-05-26T00:00:00.000Z,,051870939c9053095f6a909bc835c9b2,2019-10-10T20:03:52.906Z,5aa2d570cb4f0f7020b17072
4345,2017-10-16T00:00:00.000Z,TROPICAL STORM HARVEY,2017-08-28T00:00:00.000Z,2017-09-10T00:00:00.000Z,Major Disaster,LA,Louisiana,Hurricane,2017-10-16T00:00:00.000Z,2017-10-16T00:00:00.000Z,,84102d3c8b25e12df251f1801d02eb24,2019-10-10T20:03:52.786Z,5aa2d570cb4f0f7020b17077
4333,2017-08-27T00:00:00.000Z,"FLOODING, LANDSLIDES, AND MUDSLIDES",2017-05-06T00:00:00.000Z,2017-06-16T00:00:00.000Z,Major Disaster,ID,Idaho,Flood,2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,,1ceb80102274d69747a2c2d7abd53af1,2019-10-10T20:03:52.912Z,5aa2d570cb4f0f7020b1707c
4309,2017-04-21T00:00:00.000Z,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES,  MUDSLIDES",2017-01-30T00:00:00.000Z,2017-02-22T00:00:00.000Z,Major Disaster,WA,Washington,Flood,2017-04-21T00:00:00.000Z,2017-04-21T00:00:00.000Z,,628f086958117e42526d691aaf75105e,2019-10-10T20:03:52.902Z,5aa2d570cb4f0f7020b17081
4350,2017-11-22T00:00:00.000Z,HURRICANE NATE,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00.000Z,Major Disaster,MS,Mississippi,Hurricane,2017-11-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,,5e7a90c54402d9f02141d7b17d769ef8,2019-10-10T20:03:52.913Z,5aa2d570cb4f0f7020b17076
4335,2017-09-07T00:00:00.000Z,HURRICANE IRMA,2017-09-05T00:00:00.000Z,2017-09-07T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.,Hurricane,2017-09-07T00:00:00.000Z,2017-09-18T00:00:00.000Z,,76612afeb7a078d3203c199020ec2ab6,2019-10-10T20:03:52.921Z,5aa2d570cb4f0f7020b1707b
4314,2017-05-22T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2017-04-30T00:00:00.000Z,2017-04-30T00:00:00.000Z,Major Disaster,MS,Mississippi,Severe Storm(s),2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,,2bec3a03e928ad4604d87a9a59c112d3,2019-10-10T20:03:52.901Z,5aa2d570cb4f0f7020b17080
4343,2017-10-07T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUD",2017-07-19T00:00:00.000Z,2017-07-23T00:00:00.000Z,Major Disaster,WI,Wisconsin,Severe Storm(s),2017-10-07T00:00:00.000Z,2017-10-08T00:00:00.000Z,,c378f0ea78a3bc0ac0380f0f8d42f4ca,2019-10-10T20:03:52.915Z,5aa2d570cb4f0f7020b17078
4329,2017-08-09T00:00:00.000Z,SEVERE STORMS AND FLOODING,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2017-08-09T00:00:00.000Z,2017-08-09T00:00:00.000Z,,e7eb79f63a8f0e954a547bdb84fade6a,2019-10-10T20:03:52.930Z,5aa2d570cb4f0f7020b1707d
4304,2017-02-24T00:00:00.000Z,SEVERE WINTER STORM,2017-01-13T00:00:00.000Z,2017-01-16T00:00:00.000Z,Major Disaster,KS,Kansas,Severe Ice Storm,2017-02-24T00:00:00.000Z,2017-02-24T00:00:00.000Z,,43a61a1bb61969a2192ca2f67dc5a205,2019-10-10T20:03:52.923Z,5aa2d570cb4f0f7020b17082
3387,2017-09-08T00:00:00.000Z,HURRICANE IRMA,2017-09-07T00:00:00.000Z,2017-09-20T00:00:00.000Z,Emergency,GA,Georgia                       ,Hurricane,2017-09-08T00:00:00.000Z,2017-12-18T00:00:00.000Z,2017-12-18T00:00:00.000Z,971805e04c7c048ddf49ec42d3441ba7,2018-03-09T18:41:52.667Z,5aa2d570cb4f0f7020b17061
4316,2017-06-01T00:00:00.000Z,SEVERE WINTER STORM ,2017-03-14T00:00:00.000Z,2017-03-15T00:00:00.000Z,Major Disaster,NH,New Hampshire,Severe Storm(s),2017-06-01T00:00:00.000Z,2017-06-01T00:00:00.000Z,,b57d442b38d234078c22f587559eef1a,2019-10-10T20:03:52.940Z,5aa2d570cb4f0f7020b17066
4340,2017-09-20T00:00:00.000Z,HURRICANE MARIA,2017-09-16T00:00:00.000Z,2017-09-22T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.,Hurricane,2017-09-21T00:00:00.000Z,2017-11-22T00:00:00.000Z,,59f258dc21398d4cfe26e4409d92a2b5,2019-10-10T20:03:52.789Z,5aa2d570cb4f0f7020b1706b
4325,2017-08-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",2017-06-12T00:00:00.000Z,2017-06-17T00:00:00.000Z,Major Disaster,NE,Nebraska,Severe Storm(s),2017-08-01T00:00:00.000Z,2017-08-01T00:00:00.000Z,,f68adae58538d6e3dbf513ed207f4045,2019-10-10T20:03:52.917Z,5aa2d570cb4f0f7020b17070
4354,2018-01-02T00:00:00.000Z,SEVERE STORM AND FLOODING,2017-10-29T00:00:00.000Z,2017-11-01T00:00:00.000Z,Major Disaster,ME,Maine,Severe Storm(s),2018-01-03T00:00:00.000Z,2018-01-03T00:00:00.000Z,,159e18ad3ff8d45f2fdf648021e90559,2019-10-10T20:03:52.940Z,5aa2d570cb4f0f7020b17075
4337,2017-09-10T00:00:00.000Z,HURRICANE IRMA,2017-09-04T00:00:00.000Z,2017-10-18T00:00:00.000Z,Major Disaster,FL,Florida,Hurricane,2017-09-10T00:00:00.000Z,2017-10-20T00:00:00.000Z,,ac00c0e2e67b51c61627148e7f0b3688,2019-10-10T20:03:52.783Z,5aa2d570cb4f0f7020b1707a
